FlightDate,Airline,Origin,Dest,CRSDepTime,Distance,Year,Month,DayofMonth,DayOfWeek,Marketing_Airline_Network,Operated_or_Branded_Code_Share_Partners,DOT_ID_Marketing_Airline,IATA_Code_Marketing_Airline,Flight_Number_Marketing_Airline,Operating_Airline,DOT_ID_Operating_Airline,IATA_Code_Operating_Airline,Tail_Number,Flight_Number_Operating_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,DestCityName,DestState,DestStateFips,DestStateName,DestWac,DCD
2019-06-15,Mesa Airlines Inc.,IAH,SAV,1230,851.0,2019,6,15,6,UA,UA_CODESHARE,19977,UA,6357,YV,20378,YV,N89349,6357,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,14685,1468502,34685,"Savannah, GA",GA,13,Georgia,34,False
2020-03-21,Republic Airlines,IAH,DRO,947,869.0,2020,3,21,6,UA,UA_CODESHARE,19977,UA,3685,YX,20452,YX,,3685,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,11413,1141307,30285,"Durango, CO",CO,8,Colorado,82,True
2019-09-19,"Commutair Aka Champlain Enterprises, Inc.",ORF,EWR,1010,284.0,2019,9,19,4,UA,UA_CODESHARE,19977,UA,4886,C5,20445,C5,N13202,4886,13931,1393102,33667,"Norfolk, VA",VA,51,Virginia,38,11618,1161802,31703,"Newark, NJ",NJ,34,New Jersey,21,False
2019-06-25,American Airlines Inc.,LGA,DFW,1100,1389.0,2019,6,25,2,AA,AA,19805,AA,2521,AA,19805,AA,N989NN,2521,12953,1295304,31703,"New York, NY",NY,36,New York,22,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,True
2019-09-11,Republic Airlines,IND,DCA,1945,500.0,2019,9,11,3,AA,AA_CODESHARE,19805,AA,4578,YX,20452,YX,N120HQ,4578,12339,1233904,32337,"Indianapolis, IN",IN,18,Indiana,42,11278,1127805,30852,"Washington, DC",VA,51,Virginia,38,False
2019-03-08,Envoy Air,DFW,SGF,915,364.0,2019,3,8,5,AA,AA_CODESHARE,19805,AA,3887,MQ,20398,MQ,N623AE,3887,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,14783,1478302,34783,"Springfield, MO",MO,29,Missouri,64,False
2019-04-30,Hawaiian Airlines Inc.,ITO,HNL,2009,216.0,2019,4,30,2,HA,HA,19690,HA,541,HA,19690,HA,N475HA,541,12402,1240203,32402,"Hilo, HI",HI,15,Hawaii,2,12173,1217305,32134,"Honolulu, HI",HI,15,Hawaii,2,False
2021-03-18,Alaska Airlines Inc.,SJC,SEA,1725,696.0,2021,3,18,4,AS,AS,19930,AS,227,AS,19930,AS,N309AS,227,14831,1483106,32457,"San Jose, CA",CA,6,California,91,14747,1474703,30559,"Seattle, WA",WA,53,Washington,93,False
2019-09-26,Southwest Airlines Co.,MCO,CMH,1550,802.0,2019,9,26,4,WN,WN,19393,WN,366,WN,19393,WN,N8606C,366,13204,1320402,31454,"Orlando, FL",FL,12,Florida,33,11066,1106606,31066,"Columbus, OH",OH,39,Ohio,44,False
2021-06-18,Endeavor Air Inc.,JFK,PWM,1650,273.0,2021,6,18,5,DL,DL_CODESHARE,19790,DL,4837,9E,20363,9E,N300PQ,4837,12478,1247805,31703,"New York, NY",NY,36,New York,22,14321,1432105,34321,"Portland, ME",ME,23,Maine,12,True
2019-05-09,JetBlue Airways,RSW,HPN,1108,1102.0,2019,5,9,4,B6,B6,20409,B6,1252,B6,20409,B6,N523JB,1252,14635,1463502,31714,"Fort Myers, FL",FL,12,Florida,33,12197,1219702,31703,"White Plains, NY",NY,36,New York,22,True
2021-10-18,United Air Lines Inc.,SAT,ORD,1400,1041.0,2021,10,18,1,UA,UA,19977,UA,2376,UA,19977,UA,N4901U,2376,14683,1468305,33214,"San Antonio, TX",TX,48,Texas,74,13930,1393007,30977,"Chicago, IL",IL,17,Illinois,41,False
2021-09-23,Allegiant Air,MSY,SDF,1258,620.0,2021,9,23,4,G4,G4,20368,G4,2413,G4,20368,G4,235NV,2413,13495,1349505,33495,"New Orleans, LA",LA,22,Louisiana,72,14730,1473004,33044,"Louisville, KY",KY,21,Kentucky,52,False
2020-10-07,Comair Inc.,CHO,CLT,1551,245.0,2020,10,7,3,AA,AA_CODESHARE,19805,AA,5153,OH,20397,OH,N521AE,5153,10990,1099005,30990,"Charlottesville, VA",VA,51,Virginia,38,11057,1105703,31057,"Charlotte, NC",NC,37,North Carolina,36,False
2020-07-12,Endeavor Air Inc.,ATL,CHA,2140,106.0,2020,7,12,7,DL,DL_CODESHARE,19790,DL,4879,9E,20363,9E,N924EV,4879,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,10980,1098002,30980,"Chattanooga, TN",TN,47,Tennessee,54,False
2019-02-05,Frontier Airlines Inc.,PBI,ISP,1943,1052.0,2019,2,5,2,F9,F9,20436,F9,2866,F9,20436,F9,N721FR,2866,14027,1402702,34027,"West Palm Beach/Palm Beach, FL",FL,12,Florida,33,12391,1239102,31703,"Islip, NY",NY,36,New York,22,True
2021-03-18,Delta Air Lines Inc.,LAX,BNA,1600,1797.0,2021,3,18,4,DL,DL,19790,DL,744,DL,19790,DL,N3757D,744,12892,1289208,32575,"Los Angeles, CA",CA,6,California,91,10693,1069302,30693,"Nashville, TN",TN,47,Tennessee,54,False
2019-10-04,SkyWest Airlines Inc.,LAN,DTW,959,74.0,2019,10,4,5,DL,DL_CODESHARE,19790,DL,3695,OO,20304,OO,N916EV,3695,12884,1288403,32884,"Lansing, MI",MI,26,Michigan,43,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,False
2021-03-23,Horizon Air,YKM,SEA,525,103.0,2021,3,23,2,AS,AS_CODESHARE,19930,AS,2001,QX,19687,QX,N400QX,2001,16101,1610102,36101,"Yakima, WA",WA,53,Washington,93,14747,1474703,30559,"Seattle, WA",WA,53,Washington,93,False
2021-03-15,American Airlines Inc.,MIA,IAH,2131,964.0,2021,3,15,1,AA,AA,19805,AA,1081,AA,19805,AA,N335PH,1081,13303,1330303,32467,"Miami, FL",FL,12,Florida,33,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,False
2019-02-16,Spirit Air Lines,LGA,FLL,2014,1076.0,2019,2,16,6,NK,NK,20416,NK,779,NK,20416,NK,N695NK,779,12953,1295304,31703,"New York, NY",NY,36,New York,22,11697,1169706,32467,"Fort Lauderdale, FL",FL,12,Florida,33,False
2020-12-08,Delta Air Lines Inc.,CLT,DTW,1750,500.0,2020,12,8,2,DL,DL,19790,DL,2045,DL,19790,DL,N979AT,2045,11057,1105703,31057,"Charlotte, NC",NC,37,North Carolina,36,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,False
2019-06-07,Delta Air Lines Inc.,ORD,ATL,1720,606.0,2019,6,7,5,DL,DL,19790,DL,1958,DL,19790,DL,N929DN,1958,13930,1393007,30977,"Chicago, IL",IL,17,Illinois,41,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,True
2021-10-06,United Air Lines Inc.,LAX,IAD,2315,2288.0,2021,10,6,3,UA,UA,19977,UA,1699,UA,19977,UA,N66825,1699,12892,1289208,32575,"Los Angeles, CA",CA,6,California,91,12264,1226402,30852,"Washington, DC",VA,51,Virginia,38,False
2019-07-03,Southwest Airlines Co.,SJC,AUS,735,1476.0,2019,7,3,3,WN,WN,19393,WN,1139,WN,19393,WN,N260WN,1139,14831,1483106,32457,"San Jose, CA",CA,6,California,91,10423,1042302,30423,"Austin, TX",TX,48,Texas,74,False
2020-04-14,Comair Inc.,PHL,MYR,1530,473.0,2020,4,14,2,AA,AA_CODESHARE,19805,AA,5544,OH,20397,OH,N506AE,5544,14100,1410005,34100,"Philadelphia, PA",PA,42,Pennsylvania,23,13577,1357702,31135,"Myrtle Beach, SC",SC,45,South Carolina,37,True
2019-12-17,American Airlines Inc.,PHL,FLL,2024,992.0,2019,12,17,2,AA,AA,19805,AA,1864,AA,19805,AA,N114UW,1864,14100,1410005,34100,"Philadelphia, PA",PA,42,Pennsylvania,23,11697,1169706,32467,"Fort Lauderdale, FL",FL,12,Florida,33,False
2021-07-12,Republic Airlines,JAX,LGA,1642,833.0,2021,7,12,1,DL,DL_CODESHARE,19790,DL,5634,YX,20452,YX,N218JQ,5634,12451,1245102,31136,"Jacksonville, FL",FL,12,Florida,33,12953,1295304,31703,"New York, NY",NY,36,New York,22,True
2021-09-29,SkyWest Airlines Inc.,SEA,LAX,1400,954.0,2021,9,29,3,UA,UA_CODESHARE,19977,UA,5782,OO,20304,OO,N110SY,5782,14747,1474703,30559,"Seattle, WA",WA,53,Washington,93,12892,1289208,32575,"Los Angeles, CA",CA,6,California,91,False
2021-05-14,Horizon Air,BOI,GEG,1845,287.0,2021,5,14,5,AS,AS_CODESHARE,19930,AS,2417,QX,19687,QX,N402QX,2417,10713,1071302,30713,"Boise, ID",ID,16,Idaho,83,11884,1188402,31884,"Spokane, WA",WA,53,Washington,93,False
2019-07-14,SkyWest Airlines Inc.,TUL,IAH,1532,429.0,2019,7,14,7,UA,UA_CODESHARE,19977,UA,5835,OO,20304,OO,N869AS,5835,15370,1537002,34653,"Tulsa, OK",OK,40,Oklahoma,73,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,False
2021-12-03,American Airlines Inc.,MIA,LAX,1024,2342.0,2021,12,3,5,AA,AA,19805,AA,344,AA,19805,AA,N775AN,344,13303,1330303,32467,"Miami, FL",FL,12,Florida,33,12892,1289208,32575,"Los Angeles, CA",CA,6,California,91,True
2019-03-11,SkyWest Airlines Inc.,RDU,JFK,1550,427.0,2019,3,11,1,DL,DL_CODESHARE,19790,DL,3638,OO,20304,OO,N289SY,3638,14492,1449202,34492,"Raleigh/Durham, NC",NC,37,North Carolina,36,12478,1247805,31703,"New York, NY",NY,36,New York,22,False
2019-11-11,Southwest Airlines Co.,PDX,SMF,1415,479.0,2019,11,11,1,WN,WN,19393,WN,1980,WN,19393,WN,N239WN,1980,14057,1405702,34057,"Portland, OR",OR,41,Oregon,92,14893,1489302,33192,"Sacramento, CA",CA,6,California,91,False
2021-07-23,SkyWest Airlines Inc.,DEN,DRO,1747,251.0,2021,7,23,5,UA,UA_CODESHARE,19977,UA,5810,OO,20304,OO,N207SY,5810,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,11413,1141307,30285,"Durango, CO",CO,8,Colorado,82,False
2020-01-14,Delta Air Lines Inc.,ATL,ORD,1505,606.0,2020,1,14,2,DL,DL,19790,DL,1612,DL,19790,DL,N916DL,1612,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,13930,1393007,30977,"Chicago, IL",IL,17,Illinois,41,True
2020-09-29,American Airlines Inc.,LAX,DFW,1800,1235.0,2020,9,29,2,AA,AA,19805,AA,574,AA,19805,AA,N929AA,574,12892,1289208,32575,"Los Angeles, CA",CA,6,California,91,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,False
2019-12-31,Delta Air Lines Inc.,SEA,LAX,1854,954.0,2019,12,31,2,DL,DL,19790,DL,1907,DL,19790,DL,N920DU,1907,14747,1474703,30559,"Seattle, WA",WA,53,Washington,93,12892,1289208,32575,"Los Angeles, CA",CA,6,California,91,False
2020-04-01,Republic Airlines,IAH,PHL,1445,1325.0,2020,4,1,3,AA,AA_CODESHARE,19805,AA,4664,YX,20452,YX,N117HQ,4664,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,14100,1410005,34100,"Philadelphia, PA",PA,42,Pennsylvania,23,False
2019-03-16,SkyWest Airlines Inc.,DTW,SCE,2020,301.0,2019,3,16,6,DL,DL_CODESHARE,19790,DL,7381,OO,20304,OO,N494CA,7381,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,14711,1471105,34711,"State College, PA",PA,42,Pennsylvania,23,False
2021-01-02,United Air Lines Inc.,BOS,TPA,1650,1185.0,2021,1,2,6,UA,UA,19977,UA,822,UA,19977,UA,N35271,822,10721,1072102,30721,"Boston, MA",MA,25,Massachusetts,13,15304,1530402,33195,"Tampa, FL",FL,12,Florida,33,False
2019-01-14,"Commutair Aka Champlain Enterprises, Inc.",EWR,ELM,2145,174.0,2019,1,14,1,UA,UA_CODESHARE,19977,UA,4891,C5,20445,C5,N14173,4891,11618,1161802,31703,"Newark, NJ",NJ,34,New Jersey,21,11537,1153705,31537,"Elmira/Corning, NY",NY,36,New York,22,True
2021-08-22,Southwest Airlines Co.,SAN,PHX,1015,304.0,2021,8,22,7,WN,WN,19393,WN,1645,WN,19393,WN,N8749Q,1645,14679,1467903,33570,"San Diego, CA",CA,6,California,91,14107,1410702,30466,"Phoenix, AZ",AZ,4,Arizona,81,False
2019-06-10,Delta Air Lines Inc.,ATL,SEA,1924,2182.0,2019,6,10,1,DL,DL,19790,DL,1107,DL,19790,DL,N866DN,1107,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,14747,1474703,30559,"Seattle, WA",WA,53,Washington,93,True
2019-08-10,American Airlines Inc.,STL,ORD,1536,258.0,2019,8,10,6,AA,AA,19805,AA,2881,AA,19805,AA,N930NN,2881,15016,1501606,31123,"St. Louis, MO",MO,29,Missouri,64,13930,1393007,30977,"Chicago, IL",IL,17,Illinois,41,True
2021-09-20,Comair Inc.,BGR,PHL,1257,473.0,2021,9,20,1,AA,AA_CODESHARE,19805,AA,5550,OH,20397,OH,N589NN,5550,10581,1058102,30581,"Bangor, ME",ME,23,Maine,12,14100,1410005,34100,"Philadelphia, PA",PA,42,Pennsylvania,23,False
2021-12-26,Mesa Airlines Inc.,IAD,SRQ,1030,849.0,2021,12,26,7,UA,UA_CODESHARE,19977,UA,6220,YV,20378,YV,N82338,6220,12264,1226402,30852,"Washington, DC",VA,51,Virginia,38,14986,1498603,34986,"Sarasota/Bradenton, FL",FL,12,Florida,33,True
2019-01-11,ExpressJet Airlines Inc.,BHM,IAH,1125,562.0,2019,1,11,5,UA,UA_CODESHARE,19977,UA,4369,EV,20366,EV,N12163,4369,10599,1059904,30599,"Birmingham, AL",AL,1,Alabama,51,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,False
2021-01-09,Envoy Air,MGM,DFW,1636,622.0,2021,1,9,6,AA,AA_CODESHARE,19805,AA,4202,MQ,20398,MQ,N680AE,4202,13277,1327702,33277,"Montgomery, AL",AL,1,Alabama,51,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,False
2021-04-25,Endeavor Air Inc.,BNA,LGA,700,764.0,2021,4,25,7,DL,DL_CODESHARE,19790,DL,4721,9E,20363,9E,N917XJ,4721,10693,1069302,30693,"Nashville, TN",TN,47,Tennessee,54,12953,1295304,31703,"New York, NY",NY,36,New York,22,False
2019-06-28,Comair Inc.,GSP,PHL,1039,515.0,2019,6,28,5,AA,AA_CODESHARE,19805,AA,5563,OH,20397,OH,N719PS,5563,11996,1199603,31871,"Greer, SC",SC,45,South Carolina,37,14100,1410005,34100,"Philadelphia, PA",PA,42,Pennsylvania,23,False
2021-08-18,Southwest Airlines Co.,IND,DEN,1635,977.0,2021,8,18,3,WN,WN,19393,WN,4082,WN,19393,WN,N7722B,4082,12339,1233904,32337,"Indianapolis, IN",IN,18,Indiana,42,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,True
2019-04-21,Delta Air Lines Inc.,JFK,SJU,805,1598.0,2019,4,21,7,DL,DL,19790,DL,2474,DL,19790,DL,N846DN,2474,12478,1247805,31703,"New York, NY",NY,36,New York,22,14843,1484306,34819,"San Juan, PR",PR,72,Puerto Rico,3,False
2021-08-22,American Airlines Inc.,CMH,DFW,1947,926.0,2021,8,22,7,AA,AA,19805,AA,2337,AA,19805,AA,N942NN,2337,11066,1106606,31066,"Columbus, OH",OH,39,Ohio,44,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,True
2019-07-23,JetBlue Airways,BOS,RIC,559,474.0,2019,7,23,2,B6,B6,20409,B6,1481,B6,20409,B6,N358JB,1481,10721,1072102,30721,"Boston, MA",MA,25,Massachusetts,13,14524,1452401,34524,"Richmond, VA",VA,51,Virginia,38,False
2020-12-11,United Air Lines Inc.,MCO,IAD,720,758.0,2020,12,11,5,UA,UA,19977,UA,1606,UA,19977,UA,N37466,1606,13204,1320402,31454,"Orlando, FL",FL,12,Florida,33,12264,1226402,30852,"Washington, DC",VA,51,Virginia,38,False
2021-03-14,Spirit Air Lines,MSP,ATL,1527,907.0,2021,3,14,7,NK,NK,20416,NK,1561,NK,20416,NK,N639NK,1561,13487,1348702,31650,"Minneapolis, MN",MN,27,Minnesota,63,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,False
2019-09-10,Comair Inc.,CLT,FAY,2228,118.0,2019,9,10,2,AA,AA_CODESHARE,19805,AA,5688,OH,20397,OH,N592NN,5688,11057,1105703,31057,"Charlotte, NC",NC,37,North Carolina,36,11641,1164102,31641,"Fayetteville, NC",NC,37,North Carolina,36,True
2019-10-17,Horizon Air,PDX,EUG,2220,106.0,2019,10,17,4,AS,AS_CODESHARE,19930,AS,2035,QX,19687,QX,N421QX,2035,14057,1405702,34057,"Portland, OR",OR,41,Oregon,92,11603,1160302,31603,"Eugene, OR",OR,41,Oregon,92,False
2021-06-09,Air Wisconsin Airlines Corp,DAY,IAD,800,368.0,2021,6,9,3,UA,UA_CODESHARE,19977,UA,3780,ZW,20046,ZW,N413AW,3780,11267,1126702,31267,"Dayton, OH",OH,39,Ohio,44,12264,1226402,30852,"Washington, DC",VA,51,Virginia,38,False
2019-12-10,American Airlines Inc.,MIA,DFW,2200,1121.0,2019,12,10,2,AA,AA,19805,AA,2641,AA,19805,AA,N988AL,2641,13303,1330303,32467,"Miami, FL",FL,12,Florida,33,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,False
2019-04-10,SkyWest Airlines Inc.,MSP,MOT,908,449.0,2019,4,10,3,DL,DL_CODESHARE,19790,DL,3534,OO,20304,OO,N437SW,3534,13487,1348702,31650,"Minneapolis, MN",MN,27,Minnesota,63,13433,1343302,33304,"Minot, ND",ND,38,North Dakota,66,False
2019-05-09,American Airlines Inc.,ONT,DFW,755,1188.0,2019,5,9,4,AA,AA,19805,AA,2638,AA,19805,AA,N844NN,2638,13891,1389101,32575,"Ontario, CA",CA,6,California,91,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,False
2019-02-01,Comair Inc.,GSP,CLT,1529,75.0,2019,2,1,5,AA,AA_CODESHARE,19805,AA,5165,OH,20397,OH,N521AE,5165,11996,1199603,31871,"Greer, SC",SC,45,South Carolina,37,11057,1105703,31057,"Charlotte, NC",NC,37,North Carolina,36,True
2019-06-20,Southwest Airlines Co.,DAL,SAT,2010,247.0,2019,6,20,4,WN,WN,19393,WN,3001,WN,19393,WN,N219WN,3001,11259,1125904,30194,"Dallas, TX",TX,48,Texas,74,14683,1468305,33214,"San Antonio, TX",TX,48,Texas,74,False
2020-02-20,Southwest Airlines Co.,PHX,DEN,625,602.0,2020,2,20,4,WN,WN,19393,WN,972,WN,19393,WN,N797MX,972,14107,1410702,30466,"Phoenix, AZ",AZ,4,Arizona,81,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,False
2021-05-31,Mesa Airlines Inc.,ECP,DFW,711,685.0,2021,5,31,1,AA,AA_CODESHARE,19805,AA,5798,YV,20378,YV,N921FJ,5798,11481,1148102,31481,"Panama City, FL",FL,12,Florida,33,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,False
2019-01-11,Southwest Airlines Co.,DAL,SNA,1240,1216.0,2019,1,11,5,WN,WN,19393,WN,1476,WN,19393,WN,N715SW,1476,11259,1125903,30194,"Dallas, TX",TX,48,Texas,74,14908,1490803,32575,"Santa Ana, CA",CA,6,California,91,False
2021-11-03,American Airlines Inc.,CLT,BWI,2224,361.0,2021,11,3,3,AA,AA,19805,AA,2799,AA,19805,AA,N853NN,2799,11057,1105703,31057,"Charlotte, NC",NC,37,North Carolina,36,10821,1082106,30852,"Baltimore, MD",MD,24,Maryland,35,False
2019-10-22,United Air Lines Inc.,MSY,DEN,1600,1062.0,2019,10,22,2,UA,UA,19977,UA,2028,UA,19977,UA,N68843,2028,13495,1349505,33495,"New Orleans, LA",LA,22,Louisiana,72,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,False
2021-05-06,Southwest Airlines Co.,MSY,BNA,735,471.0,2021,5,6,4,WN,WN,19393,WN,1403,WN,19393,WN,N8696E,1403,13495,1349505,33495,"New Orleans, LA",LA,22,Louisiana,72,10693,1069302,30693,"Nashville, TN",TN,47,Tennessee,54,False
2021-08-29,American Airlines Inc.,DFW,OGG,1321,3711.0,2021,8,29,7,AA,AA,19805,AA,119,AA,19805,AA,N833AA,119,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,13830,1383002,33830,"Kahului, HI",HI,15,Hawaii,2,False
2021-12-20,Endeavor Air Inc.,DTW,CMH,1631,155.0,2021,12,20,1,DL,DL_CODESHARE,19790,DL,5287,9E,20363,9E,N655CA,5287,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,11066,1106606,31066,"Columbus, OH",OH,39,Ohio,44,False
2021-09-29,Alaska Airlines Inc.,OGG,SJC,1300,2355.0,2021,9,29,3,AS,AS,19930,AS,812,AS,19930,AS,N562AS,812,13830,1383002,33830,"Kahului, HI",HI,15,Hawaii,2,14831,1483106,32457,"San Jose, CA",CA,6,California,91,False
2019-06-15,SkyWest Airlines Inc.,ORD,MKG,2120,119.0,2019,6,15,6,UA,UA_CODESHARE,19977,UA,5041,OO,20304,OO,N929EV,5041,13930,1393007,30977,"Chicago, IL",IL,17,Illinois,41,13344,1334403,33344,"Muskegon, MI",MI,26,Michigan,43,True
2021-02-16,Spirit Air Lines,LAS,DFW,815,1055.0,2021,2,16,2,NK,NK,20416,NK,475,NK,20416,NK,N658NK,475,12889,1288903,32211,"Las Vegas, NV",NV,32,Nevada,85,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,True
2019-05-24,Southwest Airlines Co.,SJC,SNA,1305,342.0,2019,5,24,5,WN,WN,19393,WN,1963,WN,19393,WN,N270WN,1963,14831,1483106,32457,"San Jose, CA",CA,6,California,91,14908,1490803,32575,"Santa Ana, CA",CA,6,California,91,False
2019-11-27,American Airlines Inc.,LAS,PHX,630,255.0,2019,11,27,3,AA,AA,19805,AA,1808,AA,19805,AA,N652AW,1808,12889,1288903,32211,"Las Vegas, NV",NV,32,Nevada,85,14107,1410702,30466,"Phoenix, AZ",AZ,4,Arizona,81,False
2019-04-04,SkyWest Airlines Inc.,ORD,MSN,1538,109.0,2019,4,4,4,UA,UA_CODESHARE,19977,UA,5380,OO,20304,OO,N960SW,5380,13930,1393007,30977,"Chicago, IL",IL,17,Illinois,41,13485,1348502,33485,"Madison, WI",WI,55,Wisconsin,45,False
2021-08-03,Southwest Airlines Co.,DAL,SAT,1505,247.0,2021,8,3,2,WN,WN,19393,WN,427,WN,19393,WN,N237WN,427,11259,1125904,30194,"Dallas, TX",TX,48,Texas,74,14683,1468305,33214,"San Antonio, TX",TX,48,Texas,74,True
2021-04-05,Envoy Air,DFW,PNS,1245,604.0,2021,4,5,1,AA,AA_CODESHARE,19805,AA,4355,MQ,20398,MQ,N239NN,4355,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,14193,1419306,33728,"Pensacola, FL",FL,12,Florida,33,False
2019-07-06,Alaska Airlines Inc.,PDX,OGG,1635,2562.0,2019,7,6,6,AS,AS,19930,AS,863,AS,19930,AS,N508AS,863,14057,1405702,34057,"Portland, OR",OR,41,Oregon,92,13830,1383002,33830,"Kahului, HI",HI,15,Hawaii,2,False
2019-09-04,Envoy Air,PIT,ORD,1509,413.0,2019,9,4,3,AA,AA_CODESHARE,19805,AA,3328,MQ,20398,MQ,N280NN,3328,14122,1412202,30198,"Pittsburgh, PA",PA,42,Pennsylvania,23,13930,1393007,30977,"Chicago, IL",IL,17,Illinois,41,False
2020-11-23,American Airlines Inc.,PHX,TPA,1021,1788.0,2020,11,23,1,AA,AA,19805,AA,830,AA,19805,AA,N651AW,830,14107,1410702,30466,"Phoenix, AZ",AZ,4,Arizona,81,15304,1530402,33195,"Tampa, FL",FL,12,Florida,33,False
2019-07-15,Delta Air Lines Inc.,MSP,BOS,1801,1124.0,2019,7,15,1,DL,DL,19790,DL,2062,DL,19790,DL,N329DN,2062,13487,1348702,31650,"Minneapolis, MN",MN,27,Minnesota,63,10721,1072102,30721,"Boston, MA",MA,25,Massachusetts,13,True
2020-04-22,Southwest Airlines Co.,ABQ,LAX,1715,677.0,2020,4,22,3,WN,WN,19393,WN,1063,WN,19393,WN,,1063,10140,1014005,30140,"Albuquerque, NM",NM,35,New Mexico,86,12892,1289208,32575,"Los Angeles, CA",CA,6,California,91,True
2021-07-31,Alaska Airlines Inc.,ANC,SFO,1300,2018.0,2021,7,31,6,AS,AS,19930,AS,230,AS,19930,AS,N520AS,230,10299,1029906,30299,"Anchorage, AK",AK,2,Alaska,1,14771,1477104,32457,"San Francisco, CA",CA,6,California,91,False
2021-12-26,SkyWest Airlines Inc.,MSP,BRD,1145,114.0,2021,12,26,7,DL,DL_CODESHARE,19790,DL,4242,OO,20304,OO,N919EV,4242,13487,1348702,31650,"Minneapolis, MN",MN,27,Minnesota,63,10739,1073907,30739,"Brainerd, MN",MN,27,Minnesota,63,True
2019-09-16,American Airlines Inc.,PHX,FAT,1012,493.0,2019,9,16,1,AA,AA,19805,AA,865,AA,19805,AA,N829AW,865,14107,1410702,30466,"Phoenix, AZ",AZ,4,Arizona,81,11638,1163807,31638,"Fresno, CA",CA,6,California,91,False
2021-05-12,JetBlue Airways,DEN,JFK,1330,1626.0,2021,5,12,3,B6,B6,20409,B6,1498,B6,20409,B6,N589JB,1498,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,12478,1247805,31703,"New York, NY",NY,36,New York,22,False
2019-10-05,ExpressJet Airlines Inc.,CVG,IAH,1505,871.0,2019,10,5,6,UA,UA_CODESHARE,19977,UA,3977,EV,20366,EV,N15983,3977,11193,1119302,33105,"Cincinnati, OH",KY,21,Kentucky,52,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,False
2019-08-27,Endeavor Air Inc.,MSP,DSM,1431,232.0,2019,8,27,2,DL,DL_CODESHARE,19790,DL,5347,9E,20363,9E,N319PQ,5347,13487,1348702,31650,"Minneapolis, MN",MN,27,Minnesota,63,11423,1142307,31423,"Des Moines, IA",IA,19,Iowa,61,False
2019-04-15,ExpressJet Airlines Inc.,CLE,LGA,918,419.0,2019,4,15,1,UA,UA_CODESHARE,19977,UA,4155,EV,20366,EV,N11551,4155,11042,1104205,30647,"Cleveland, OH",OH,39,Ohio,44,12953,1295304,31703,"New York, NY",NY,36,New York,22,False
2021-09-04,Delta Air Lines Inc.,PHL,ATL,630,666.0,2021,9,4,6,DL,DL,19790,DL,1564,DL,19790,DL,N855DN,1564,14100,1410005,34100,"Philadelphia, PA",PA,42,Pennsylvania,23,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,False
2020-11-08,Southwest Airlines Co.,DAL,RSW,1300,1005.0,2020,11,8,7,WN,WN,19393,WN,887,WN,19393,WN,N452WN,887,11259,1125904,30194,"Dallas, TX",TX,48,Texas,74,14635,1463502,31714,"Fort Myers, FL",FL,12,Florida,33,False
2021-08-09,United Air Lines Inc.,SEA,DEN,1100,1024.0,2021,8,9,1,UA,UA,19977,UA,1630,UA,19977,UA,N76265,1630,14747,1474703,30559,"Seattle, WA",WA,53,Washington,93,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,False
